batch_size,seq_len,status,backend,total_ms,linear_total_ms,linear_pct,attention_pct,other_pct,attn_linear_ms_mean,attn_linear_ms_std,attention_ms_mean,attention_ms_std,mlp_linear_ms_mean,mlp_linear_ms_std,other_ms_mean,other_ms_std
64,2048,OK,flash_attn,0.9832115212455392,0.4261254417523742,43.340159522597496,42.61697821347602,14.04286226392649,0.15389952059835196,0.0033123199827969074,0.4190150398015976,0.0022444117348641157,0.2722259211540222,0.0012415682431310415,0.13807103969156742,0.002562758745625615
1,4096,OK,flash_attn,0.7155225582420827,0.4642502387613058,64.8826837691728,8.401043333292122,26.716272897535063,0.1707430400699377,0.003298355732113123,0.06011136017739773,0.00211125984787941,0.2935071986913681,0.006993917748332024,0.19116095930337906,0.0038471133448183537
2,4096,OK,flash_attn,0.7389215986430645,0.4785164785385132,64.75876187910163,9.197403324331562,26.04383479656681,0.18554240047931672,0.0034972478169947863,0.06796159967780113,0.001281713368371129,0.29297407805919645,0.0020717205479741096,0.19244352042675017,0.003664604388177395
4,4096,OK,flash_attn,0.7434419186413288,0.4644083182513714,62.46733021190102,11.587014126200417,25.945655661898567,0.1680268792808056,0.004389007110148668,0.08614272013306618,0.002064970089122653,0.2963814389705658,0.00225955992937088,0.19289088025689125,0.0036484659649431705
8,4096,OK,flash_attn,0.7575737600773572,0.45501184068620204,60.061721335192495,15.871299430128557,24.06697923467896,0.1553920003026724,0.0031421196181327105,0.12023679986596107,0.0020867858547717333,0.2996198403835297,0.00257202610373497,0.18232511952519417,0.0043125394731760025
16,4096,OK,flash_attn,0.7703577609360218,0.44265151999890806,57.46051282212892,24.95148231471726,17.588004863153824,0.15630272053182126,0.0032233477104455233,0.19221568048000337,0.0020488244481384754,0.2863487994670868,0.0051317159086465836,0.13549056045711041,0.002699201926589012
32,4096,OK,flash_attn,1.0631379184499383,0.4178400008007884,39.30252073127085,47.8795149018476,12.81796436688154,0.1536134396120906,0.0033046393655240536,0.5090252780914306,0.003596234368160367,0.2642265611886978,0.001136674894951284,0.13627263955771923,0.002844636095687747
64,4096,OK,flash_attn,1.4359443243592978,0.49412288218736644,34.411005622229716,52.08843750894349,13.50055686882679,0.22864576011896134,0.06106334924697876,0.7479609620571136,0.015614570118486881,0.2654771220684051,0.0010979300132021308,0.19386048011481763,0.04833274707198143
1,8192,OK,flash_attn,0.7266937606036663,0.4632524803280831,63.74796447175467,9.630466679124734,26.621568849120607,0.1697670403122902,0.003000517375767231,0.06998400047421455,0.0017746684607118368,0.29348544001579285,0.012581387534737587,0.1934572798013687,0.01498298067599535
2,8192,OK,flash_attn,0.7355135987699032,0.45391423895955085,61.71391524489714,11.682416241366367,26.603668513736494,0.16817599907517433,0.003971480764448643,0.08592576012015343,0.0013135784538462758,0.2857382398843765,0.001770193804986775,0.1956735996901989,0.014838186092674732
4,8192,OK,flash_attn,0.7492448001727462,0.44407807957381007,59.27009162711884,15.931476689126484,24.79843168375468,0.15457599949091672,0.0032483923714607954,0.11936576068401336,0.0015672565205022693,0.28950208008289335,0.0025108547415584326,0.1858009599149227,0.00462159002199769
8,8192,OK,flash_attn,0.7596255990117787,0.44251519825309515,58.2543820046056,24.96059114315089,16.785026852243522,0.15561407949775458,0.0034368589986115694,0.18960703998804093,0.002552890218794346,0.2869011187553406,0.004088272340595722,0.12750336077064275,0.0027286887634545565
16,8192,OK,flash_attn,0.9037056025490164,0.4206432009860873,46.546485913068345,38.722132567084905,14.731381519846758,0.15571968030184508,0.004070683848112822,0.34993408143520355,0.0030226956587284803,0.26492352068424224,0.001409010961651802,0.1331283201277256,0.003756134072318673
32,8192,OK,flash_attn,1.4762239995598794,0.4448089583218098,30.13153548881639,60.65780815063877,9.210656360544835,0.1853164817392826,0.2194422036409378,0.8954451215267182,0.003024272620677948,0.25949247658252717,0.006302122958004475,0.1359699197113514,0.01260987389832735
64,8192,OK,flash_attn,2.0078720031306148,0.4212275217846036,20.978803485871513,72.23819839039045,6.7829981237380315,0.15329088021069764,0.0031699396204203367,1.4504505610466003,0.02099010720849037,0.26793664157390595,0.0014542381977662444,0.13619392029941083,0.0026444869581609964
1,16384,OK,flash_attn,0.7374163181334734,0.4524633590131998,61.35792602996118,12.708674574527342,25.93339939551148,0.14790207959711552,0.004673490300774574,0.09371584013104439,0.002981531200930476,0.3045612794160843,0.012208704836666584,0.1912371189892292,0.0037432254757732153
2,16384,OK,flash_attn,0.7491379189118743,0.44329983975738285,59.17466311160401,16.03430241400496,24.791034474391026,0.15678464021533728,0.015163791365921497,0.12011903941631318,0.0009409600170329213,0.2865151995420456,0.0020469597075134516,0.18571903973817824,0.004764083307236433
4,16384,OK,flash_attn,0.757410562299192,0.43911104157567027,57.975299452216085,25.225990990493738,16.798709557290167,0.15490944042801857,0.003629298647865653,0.19106432020664216,0.002314079087227583,0.2842016011476517,0.00444921525195241,0.12723520051687956,0.0128282830119133
8,16384,OK,flash_attn,0.8849382410570978,0.41431104026734833,46.81807396778735,38.93677373864685,14.245152293565821,0.1536691202968359,0.0010873728897422552,0.3445664006471634,0.002579035237431526,0.2606419199705124,0.0016584062250331044,0.12606080014258622,0.0016616868088021874
16,16384,OK,flash_attn,1.1939212787523865,0.4204281597957015,35.21406036376509,53.60996662951697,11.175973006717939,0.15550976034253836,0.003304686862975359,0.6400607991218566,0.004344647750258446,0.26491839945316314,0.0010155222844332457,0.13343231983482837,0.0027610112447291613
32,16384,OK,flash_attn,2.303917440623045,0.41199616111814974,17.882418608139634,76.3037341740297,5.813847217830673,0.15303808011114597,0.0034816947299987078,1.7579750394821168,0.009270761162042618,0.2589580810070038,0.001228109817020595,0.13394624002277852,0.002889466006308794
64,16384,OK,flash_attn,3.573162874169648,0.4261503999307752,11.92641967180985,84.19855964691519,3.8750206812749526,0.15391744006425143,0.003336434718221426,3.0085516738891602,0.034513507038354874,0.27223295986652374,0.0026629266794770956,0.13846080034971237,0.0035450663417577744
1,32768,OK,flash_attn,0.9258182407170533,0.5256684798747301,56.77879920227061,15.829353318583417,27.39184747914598,0.19971264071762562,0.04704618453979492,0.14655104041099548,0.012562916614115238,0.32595583915710447,0.013873295858502388,0.2535987204313278,0.07388805598020554
2,32768,OK,flash_attn,0.7516576009988785,0.43683008089661596,58.11556755577434,25.205178519069925,16.679253925155734,0.15474816039204597,0.0035262624733150005,0.18945664018392563,0.002115639392286539,0.28208192050457,0.0030417595990002155,0.12537087991833687,0.003116222331300378
4,32768,OK,flash_attn,0.8918073575571179,0.42157439820468423,47.27191300142234,38.60528810146808,14.122798897109579,0.16264511995017528,0.012253286316990852,0.34428479969501496,0.004137018695473671,0.25892927825450895,0.010824299417436123,0.12594815965741873,0.020126326009631157
8,32768,OK,flash_attn,1.1856467165425422,0.4177120005339384,35.230730596718224,54.016980550989345,10.752288852292414,0.15810688011348248,0.017956417053937912,0.6404505562782288,0.004505705554038286,0.2596051204204559,0.0011268117232248187,0.1274841597303748,0.004900698084384203
16,32768,OK,flash_attn,1.7945958510786293,0.4204959996044636,23.43123658464536,69.16170739612005,7.407056019234603,0.1559315200150013,0.005309170112013817,1.2411731314659118,0.0073335859924554825,0.2645644795894623,0.0011886205757036805,0.13292672000825406,0.004524005111306906
32,32768,OK,flash_attn,4.073068175576627,0.4136710406467319,10.15625132737112,86.52307949186928,3.3206691807596056,0.15415040027350188,0.0038018077611923218,3.524144015312195,0.021967828273773193,0.25952064037322997,0.0010031438432633877,0.1352531196177006,0.002807301003485918
64,32768,OK,flash_attn,6.700455697327853,0.4297721593827009,6.414073591354307,91.50930586973038,2.0766205389153036,0.1544326400011778,0.003589003114029765,6.1315404987335205,0.05552159622311592,0.2753395193815231,0.005897666793316603,0.13914303921163082,0.0031636429484933615
1,65536,OK,flash_attn,0.7580966378375888,0.4273222371935844,56.36777896977456,27.693862498001533,15.938358532223896,0.1436499199271202,0.003319552168250084,0.2099462404847145,0.0024589914828538895,0.28367231726646425,0.006713836919516325,0.12082816015928984,0.00322306458838284
2,65536,OK,flash_attn,0.9352524811401963,0.436282879114151,46.6486737979315,39.96292440806069,13.388401794007816,0.1577484804391861,0.003041850170120597,0.3737542420625687,0.0034298200625926256,0.2785343986749649,0.0013663903810083866,0.12521535996347666,0.002413449576124549
4,65536,OK,flash_attn,1.1785215944424272,0.4111193588003516,34.884329717764494,54.45879305182817,10.656877230407332,0.15499968018382787,0.0037784769665449858,0.641808636188507,0.00537301879376173,0.25611967861652374,0.0010197199881076813,0.12559359945356846,0.0027973479591310024
8,65536,OK,flash_attn,1.7815795153379441,0.4150976002588868,23.29941474322283,69.53854512613036,7.162040130646814,0.1553612804785371,0.003753382945433259,1.2388844752311707,0.006206975784152746,0.2597363197803497,0.001053864718414843,0.12759743984788657,0.0024127447977662086
16,65536,OK,flash_attn,2.994723202437162,0.42101631686091423,14.058605366876085,81.47260633306045,4.46878830006347,0.1551577590405941,0.002800844144076109,2.43987904548645,0.050452325493097305,0.26585855782032014,0.004679587669670582,0.13382784008979798,0.0024432188365608454
32,65536,OK,flash_attn,7.740529909655451,0.4151180808991194,5.362915533487,92.88566328516904,1.751421181343973,0.15360128037631512,0.0036665366496890783,7.189842548370361,0.04230505973100662,0.26151680052280424,0.003208610462024808,0.13556928038597107,0.0025156820192933083
64,65536,OK,flash_attn,13.076223345100878,0.4351833619177342,3.3280508479597013,95.60408363705204,1.0678655149882614,0.15758528009057046,0.014442665502429008,12.501403503417968,0.0754232257604599,0.2775980818271637,0.00629118038341403,0.13963647976517676,0.0025884518399834633
1,131072,OK,flash_attn,0.9230688017606736,0.4225811208039522,45.78002419732044,41.135482012569575,13.084493790109978,0.14416895993053913,0.0029667410999536514,0.3797088009119034,0.003059115493670106,0.2784121608734131,0.0016450148541480303,0.12077888004481792,0.0031704215798527002
2,131072,OK,flash_attn,1.270891520418227,0.44355200000107287,34.90085446908231,55.10104908254169,9.998096448375982,0.16575360007584095,0.03987843915820122,0.7002745604515076,0.007588871289044619,0.2777983999252319,0.0013340909499675035,0.12706495996564626,0.004684749525040388
4,131072,OK,flash_attn,1.8595366366952657,0.42957376018166543,23.10111840254441,70.11470550977953,6.784176087676073,0.1594003202021122,0.01677488163113594,1.3038086366653443,0.05422641336917877,0.27017343997955323,0.011553400196135044,0.1261542398482561,0.0075225671753287315
8,131072,OK,flash_attn,2.9965356726571915,0.4219187177717686,14.080216752354904,81.51262461875582,4.407158628889291,0.16122687950730324,0.027495529502630234,2.442554874420166,0.05323448032140732,0.26069183826446535,0.005314156878739595,0.13206208046525716,0.024003876373171806
16,131072,OK,flash_attn,5.382645102813839,0.4218271975964308,7.836801229490605,89.67969713064457,2.483501639864842,0.15525439970195293,0.00439626257866621,4.827139825820923,0.09705585986375809,0.26657279789447785,0.0036316276527941227,0.1336780793964863,0.003597333561629057
32,131072,OK,flash_attn,15.124542752318085,0.41611008111387493,2.7512242051092697,96.3463844826368,0.9023913122539257,0.15311232034116984,0.002945251762866974,14.57195011138916,0.14444443583488464,0.2629977607727051,0.004618263803422451,0.13648255981504917,0.003062707372009754
64,131072,OK,flash_attn,25.862393578514457,0.4360435213148594,1.6860137867405613,97.76754955367895,0.5464366595804988,0.1567782397568226,0.004652810283005238,25.2850284576416,0.32983720302581787,0.2792652815580368,0.00673930998891592,0.1413215995579958,0.0024639724288135767
