batch_size,seq_len,status,backend,total_ms,linear_total_ms,linear_pct,attention_pct,other_pct,attn_linear_ms_mean,attn_linear_ms_std,attention_ms_mean,attention_ms_std,mlp_linear_ms_mean,mlp_linear_ms_std,other_ms_mean,other_ms_std,time_sec,transferable_gb,transferable_mb,transferable_tokens_kv,bandwidth_gbps,timestamp
64,8192,OK,flash_attn,2.0078720031306148,0.4212275217846036,20.978803485871516,72.23819839039045,6.782998123738032,0.1532908802106976,0.0031699396204203,1.4504505610466003,0.0209901072084903,0.2679366415739059,0.0014542381977662,0.1361939202994108,0.0026444869581609,0.0020078720031306146,0.027960901667131464,28.63196330714262,229.05570645714096,13.925639494716622,20260129_092811
1,16384,OK,flash_attn,0.7374163181334734,0.4524633590131998,61.35792602996118,12.708674574527342,25.93339939551148,0.1479020795971155,0.0046734903007745,0.0937158401310443,0.0029815312009304,0.3045612794160843,0.0122087048366665,0.1912371189892292,0.0037432254757732,0.0007374163181334734,0.010268993803848015,10.515449655140367,84.12359724112294,13.925639494716622,20260129_092811
2,16384,OK,flash_attn,0.7491379189118743,0.4432998397573828,59.17466311160401,16.03430241400496,24.791034474391022,0.1567846402153372,0.0151637913659214,0.1201190394163131,0.0009409600170329,0.2865151995420456,0.0020469597075134,0.1857190397381782,0.0047640833072364,0.0007491379189118743,0.010432224590589016,10.682597980763152,85.46078384610522,13.925639494716622,20260129_092811
4,16384,OK,flash_attn,0.757410562299192,0.4391110415756702,57.975299452216085,25.225990990493735,16.798709557290167,0.1549094404280185,0.0036292986478656,0.1910643202066421,0.0023140790872275,0.2842016011476517,0.0044492152519524,0.1272352005168795,0.0128282830119133,0.000757410562299192,0.010547426440069153,10.800564674630813,86.4045173970465,13.925639494716622,20260129_092811
8,16384,OK,flash_attn,0.8849382410570978,0.4143110402673483,46.81807396778735,38.93677373864685,14.24515229356582,0.1536691202968359,0.0010873728897422,0.3445664006471634,0.0025790352374315,0.2606419199705124,0.0016584062250331,0.1260608001425862,0.0016616868088021,0.0008849382410570978,0.01232333092004978,12.619090862130975,100.9527268970478,13.925639494716622,20260129_092811
16,16384,OK,flash_attn,1.1939212787523863,0.4204281597957015,35.21406036376509,53.60996662951697,11.17597300671794,0.1555097603425383,0.0033046868629753,0.6400607991218566,0.0043446477502584,0.2649183994531631,0.0010155222844332,0.1334323198348283,0.0027610112447291,0.0011939212787523863,0.016626117312976803,17.025144128488247,136.20115302790597,13.925639494716622,20260129_092811
32,16384,OK,flash_attn,2.303917440623045,0.4119961611181497,17.882418608139634,76.3037341740297,5.813847217830673,0.1530380801111459,0.0034816947299987,1.7579750394821168,0.0092707611620426,0.2589580810070038,0.0012281098170205,0.1339462400227785,0.0028894660063087,0.002303917440623045,0.032083523703706714,32.853528272595675,262.8282261807654,13.925639494716622,20260129_092811
64,16384,OK,flash_attn,3.573162874169648,0.4261503999307752,11.92641967180985,84.19855964691519,3.8750206812749526,0.1539174400642514,0.0033364347182214,3.00855167388916,0.0345135070383548,0.2722329598665237,0.002662926679477,0.1384608003497123,0.0035450663417577,0.003573162874169648,0.04975857804159201,50.95278391459022,407.62227131672176,13.925639494716622,20260129_092811
1,32768,OK,flash_attn,0.9258182407170532,0.5256684798747301,56.77879920227061,15.829353318583417,27.39184747914598,0.1997126407176256,0.0470461845397949,0.1465510404109954,0.0125629166141152,0.3259558391571044,0.0138732958585023,0.2535987204313278,0.0738880559802055,0.0009258182407170532,0.012892611057858456,13.202033723247059,105.61626978597647,13.925639494716622,20260129_092811
2,32768,OK,flash_attn,0.7516576009988785,0.4368300808966159,58.11556755577434,25.205178519069925,16.679253925155734,0.1547481603920459,0.003526262473315,0.1894566401839256,0.0021156393922865,0.28208192050457,0.0030417595990002,0.1253708799183368,0.0031162223313003,0.0007516576009988785,0.01046731277497393,10.718528281573304,85.74822625258643,13.925639494716622,20260129_092811
4,32768,OK,flash_attn,0.8918073575571179,0.4215743982046842,47.27191300142234,38.60528810146808,14.12279889710958,0.1626451199501752,0.0122532863169908,0.3442847996950149,0.0041370186954736,0.2589292782545089,0.0108242994174361,0.1259481596574187,0.0201263260096311,0.0008918073575571179,0.012418987760076269,12.7170434663181,101.7363477305448,13.925639494716622,20260129_092811
8,32768,OK,flash_attn,1.1856467165425422,0.4177120005339384,35.230730596718224,54.01698055098935,10.752288852292414,0.1581068801134824,0.0179564170539379,0.6404505562782288,0.0045057055540382,0.2596051204204559,0.0011268117232248,0.1274841597303748,0.0049006980843842,0.0011856467165425421,0.01651088874266591,16.90715007248989,135.25720057991913,13.925639494716622,20260129_092811
16,32768,OK,flash_attn,1.7945958510786293,0.4204959996044636,23.43123658464536,69.16170739612005,7.407056019234603,0.1559315200150013,0.0053091701120138,1.2411731314659118,0.0073335859924554,0.2645644795894623,0.0011886205757036,0.132926720008254,0.0045240051113069,0.0017945958510786292,0.024990894860835146,25.59067633749519,204.72541069996151,13.925639494716622,20260129_092811
32,32768,OK,flash_attn,4.073068175576627,0.4136710406467319,10.15625132737112,86.52307949186928,3.3206691807596056,0.1541504002735018,0.0038018077611923,3.524144015312195,0.0219678282737731,0.2595206403732299,0.0010031438432633,0.1352531196177006,0.0028073010034859,0.004073068175576627,0.056720079050483256,58.081360947694854,464.65088758155883,13.925639494716622,20260129_092811
64,32768,OK,flash_attn,6.700455697327853,0.4297721593827009,6.414073591354307,91.50930586973038,2.076620538915304,0.1544326400011778,0.0035890031140297,6.1315404987335205,0.0555215962231159,0.2753395193815231,0.0058976667933166,0.1391430392116308,0.0031636429484933,0.006700455697327853,0.09330813049130775,95.54752562309913,764.3802049847931,13.925639494716622,20260129_092811
1,65536,OK,flash_attn,0.7580966378375888,0.4273222371935844,56.36777896977456,27.693862498001533,15.938358532223896,0.1436499199271202,0.00331955216825,0.2099462404847145,0.0024589914828538,0.2836723172664642,0.0067138369195163,0.1208281601592898,0.0032230645883828,0.0007580966378375888,0.01055698048068301,10.810348012219402,86.48278409775521,13.925639494716622,20260129_092811
2,65536,OK,flash_attn,0.9352524811401964,0.436282879114151,46.6486737979315,39.96292440806069,13.388401794007816,0.1577484804391861,0.0030418501701205,0.3737542420625687,0.0034298200625926,0.2785343986749649,0.0013663903810083,0.1252153599634766,0.0024134495761245,0.0009352524811401964,0.013023988888897631,13.336564622231174,106.6925169778494,13.925639494716622,20260129_092811
4,65536,OK,flash_attn,1.1785215944424272,0.4111193588003516,34.884329717764494,54.45879305182817,10.656877230407332,0.1549996801838278,0.0037784769665449,0.641808636188507,0.0053730187937617,0.2561196786165237,0.0010197199881076,0.1255935994535684,0.002797347959131,0.0011785215944424272,0.01641166686094387,16.805546865606523,134.44437492485218,13.925639494716622,20260129_092811
8,65536,OK,flash_attn,1.781579515337944,0.4150976002588868,23.29941474322283,69.53854512613036,7.162040130646814,0.1553612804785371,0.0037533829454332,1.2388844752311707,0.0062069757841527,0.2597363197803497,0.0010538647184148,0.1275974398478865,0.0024127447977662,0.001781579515337944,0.024809634061768168,25.405065279250604,203.24052223400483,13.925639494716622,20260129_092811
16,65536,OK,flash_attn,2.994723202437162,0.4210163168609142,14.058605366876083,81.47260633306045,4.46878830006347,0.1551577590405941,0.0028008441440761,2.43987904548645,0.0504523254930973,0.2658585578203201,0.0046795876696705,0.1338278400897979,0.0024432188365608,0.002994723202437162,0.04170343570360319,42.70431816048966,341.6345452839173,13.925639494716622,20260129_092811
32,65536,OK,flash_attn,7.740529909655451,0.4151180808991194,5.362915533487,92.88566328516904,1.751421181343973,0.1536012803763151,0.003666536649689,7.189842548370361,0.0423050597310066,0.2615168005228042,0.0032086104620248,0.135569280385971,0.0025156820192933,0.007740529909655451,0.10779182901993323,110.37883291641162,883.030663331293,13.925639494716622,20260129_092811
64,65536,OK,flash_attn,13.076223345100878,0.4351833619177342,3.3280508479597013,95.60408363705204,1.0678655149882614,0.1575852800905704,0.014442665502429,12.501403503417968,0.0754232257604599,0.2775980818271637,0.006291180383414,0.1396364797651767,0.0025884518399834,0.013076223345100878,0.1820947722562723,186.46504679042283,1491.7203743233827,13.925639494716622,20260129_092811
1,131072,OK,flash_attn,0.9230688017606736,0.4225811208039522,45.78002419732044,41.135482012569575,13.084493790109978,0.1441689599305391,0.0029667410999536,0.3797088009119034,0.0030591154936701,0.2784121608734131,0.001645014854148,0.1207788800448179,0.0031704215798527,0.0009230688017606737,0.012854323362139186,13.162827122830526,105.30261698264421,13.925639494716622,20260129_092811
2,131072,OK,flash_attn,1.270891520418227,0.4435520000010728,34.90085446908231,55.10104908254169,9.998096448375982,0.1657536000758409,0.0398784391582012,0.7002745604515076,0.0075888712890446,0.2777983999252319,0.0013340909499675,0.1270649599656462,0.0046847495250403,0.0012708915204182269,0.017697977150236514,18.12272860184219,144.98182881473753,13.925639494716622,20260129_092811
4,131072,OK,flash_attn,1.8595366366952657,0.4295737601816654,23.10111840254441,70.11470550977953,6.784176087676073,0.1594003202021122,0.0167748816311359,1.3038086366653443,0.0542264133691787,0.2701734399795532,0.011553400196135,0.1261542398482561,0.0075225671753287,0.0018595366366952657,0.025895236829836105,26.51672251375217,212.13378011001737,13.925639494716622,20260129_092811
8,131072,OK,flash_attn,2.9965356726571915,0.4219187177717686,14.080216752354904,81.51262461875582,4.407158628889291,0.1612268795073032,0.0274955295026302,2.442554874420166,0.0532344803214073,0.2606918382644653,0.0053141568787395,0.1320620804652571,0.0240038763731718,0.0029965356726571915,0.041728675510482226,42.7301637227338,341.8413097818704,13.925639494716622,20260129_092811
16,131072,OK,flash_attn,5.382645102813839,0.4218271975964308,7.836801229490605,89.67969713064457,2.483501639864842,0.1552543997019529,0.0043962625786662,4.827139825820923,0.097055859863758,0.2665727978944778,0.0036316276527941,0.1336780793964863,0.003597333561629,0.005382645102813839,0.07495677522978741,76.75573783530231,614.0459026824185,13.925639494716622,20260129_092811
32,131072,OK,flash_attn,15.124542752318083,0.4161100811138749,2.7512242051092697,96.3463844826368,0.9023913122539255,0.1531123203411698,0.0029452517628669,14.57195011138916,0.1444444358348846,0.2629977607727051,0.0046182638034224,0.1364825598150491,0.0030627073720097,0.015124542752318084,0.21061892989121075,215.6737842085998,1725.3902736687985,13.925639494716622,20260129_092811
64,131072,OK,flash_attn,25.862393578514457,0.4360435213148594,1.6860137867405611,97.76754955367896,0.5464366595804988,0.1567782397568226,0.0046528102830052,25.2850284576416,0.3298372030258178,0.2792652815580368,0.0067393099889159,0.1413215995579958,0.0024639724288135,0.025862393578514456,0.36015036944486645,368.79397831154324,2950.351826492346,13.925639494716622,20260129_092811
