batch_size,seq_len,attn_linear_ms_mean,attn_linear_ms_std,attention_ms_mean,attention_ms_std,mlp_linear_ms_mean,mlp_linear_ms_std,other_ms_mean,other_ms_std,linear_total_ms,total_ms,linear_pct,attention_pct,other_pct,time_sec,transferable_gb,transferable_mb,transferable_tokens_kv,bandwidth_gbps,timestamp
2,2056,0.1549510400369763,0.0061903707683086,0.1097222393751144,0.0004610889300238,0.2852172803878784,0.0026044235564768,0.1669503995776176,0.0119529357179999,0.4401683204248547,0.7168409593775869,61.40390203247325,15.306357419975448,23.289740547551308,0.0007168409593775869,0.010621348935472745,10.876261309924091,87.01009047939273,14.81688343352334,20260126_191629
4,2056,0.1532614401355385,0.0065831686370074,0.1587827202677726,0.0004509287246037,0.2542848008871078,0.0006643855595029,0.1215641598775982,0.0044118361547589,0.4075462410226464,0.6878931211680175,59.2455758724041,23.082469555468936,17.671954572126957,0.0006878931211680175,0.010192432191069063,10.43705056365472,83.49640450923776,14.81688343352334,20260126_191629
8,2056,0.1568467201292515,0.0083505809307098,0.2786214405298233,0.0004835288855247,0.2588243186473846,0.0007034303271211,0.1326150403171777,0.0270651001483201,0.4156710387766361,0.8269075196236372,50.26814110552855,33.694389507624315,16.037469386847135,0.0008269075196236372,0.012252192328567347,12.546244944452964,100.36995955562371,14.81688343352334,20260126_191629
16,2056,0.1641145595535636,0.0259913858026266,0.506394875049591,0.0046322201378643,0.2637849575281143,0.0008750227279961,0.1355526403337717,0.007320758420974,0.4278995170816779,1.0698470324650406,39.99632696047698,47.33339063275277,12.670282406770257,0.0010698470324650407,0.01585179877173537,16.23224194225702,129.85793553805615,14.81688343352334,20260126_191629
32,2056,0.156177920140326,0.0227601211518049,0.9378828847408296,0.018449567258358,0.2572217607498169,0.0010802458273246,0.1394931202381849,0.0232480596750974,0.4133996808901429,1.4907756858691572,27.730508674691805,62.912408193323984,9.357083131984218,0.0014907756858691572,0.022088649563054112,22.61877715256741,180.9502172205393,14.81688343352334,20260126_191629
64,2056,0.1559993600845337,0.0086967330425977,1.808842875957489,0.0012380145490169,0.2635769593715668,0.0010722173610702,0.136897280216217,0.0056717628613114,0.4195763194561004,2.365316475629806,17.738696862726623,76.47360911718391,5.787694020089459,0.002365316475629806,0.03504661850279909,35.88773734686627,287.10189877493013,14.81688343352334,20260126_191629
1,4096,0.1383033604547381,0.0017184620955958,0.104550399929285,0.0003778557584155,0.2878816002607345,0.0251475535333156,0.1665958403050899,0.0063118203543126,0.4261849607154727,0.6973312009498478,61.11657704903471,14.99293302621122,23.89048992475407,0.0006973312009498478,0.010332275119032735,10.58024972188952,84.64199777511617,14.81688343352334,20260126_191629
2,4096,0.1523616000264883,0.006311128847301,0.1805004811286926,0.0006105822394602,0.4042201632261276,1.0786312818527222,0.1214259198307991,0.0047394931316375,0.556581763252616,0.8585081642121076,64.83127201980852,21.024899779997572,14.143828200193909,0.0008585081642121076,0.012720415395858912,13.025705365359526,104.20564292287621,14.81688343352334,20260126_191629
4,4096,0.1535263995453715,0.00370769854635,0.2735827207565308,0.0006993000861257,0.2548415994644165,0.0010775796836242,0.1223001598194241,0.0030973821412771,0.408367999009788,0.804250879585743,50.77619551005427,34.01708691912764,15.20671757081808,0.0008042508795857431,0.011916491534130571,12.202487330949705,97.61989864759764,14.81688343352334,20260126_191629
8,4096,0.1599040001258254,0.0091044688597321,0.5042809581756592,0.0007434767321683,0.2576051193475723,0.0007572972099296,0.134362239986658,0.0257690418511629,0.4175091194733977,1.056152317635715,39.53114645508961,47.74699158020447,12.72186196470592,0.0010561523176357151,0.01564888577845391,16.024459037136804,128.19567229709443,14.81688343352334,20260126_191629
16,4096,0.1550892799720168,0.0066883936524391,0.9547558391094207,0.0014870362356305,0.2652595192193985,0.0008218372822739,0.1318195193260908,0.0046797893010079,0.4203487991914153,1.5069241576269268,27.894489385144105,63.35792244600755,8.747588168848358,0.0015069241576269267,0.022327919586718526,22.86378965679977,182.91031725439817,14.81688343352334,20260126_191629
32,4096,0.1544595196470618,0.0277646295726299,1.8074470329284669,0.0041354103013873,0.2573152005672455,0.0011930877808481,0.1322668799757957,0.0040005813352763,0.4117747202143073,2.3514886331185703,17.51123583651804,76.86394939240725,5.624814771074694,0.0023514886331185703,0.03484173297217299,35.67793456350514,285.4234765080411,14.81688343352334,20260126_191629
64,4096,0.1528838400915265,0.007301365956664,3.5787500858306887,0.0256569217890501,0.2624095994234085,0.001021658652462,0.1364767999202013,0.005551578477025,0.415293439514935,4.130520325265826,10.05426451903994,86.64162875412973,3.3041067268303093,0.004130520325265826,0.06120143817926266,62.67027269556496,501.3621815645197,14.81688343352334,20260126_191629
